2,0,269,15.3125,10.625,0,0,0,0,743.476,333.332,154
2,0,269,15.3125,10.625,0,0,0,0,743.476,333.332,154
2,0,270,15.314,10.633,3.27215e-05,0.000174514,7.09995e-07,3.78663e-06,742.874,333.665,142.5
2,0,271,15.3313,10.6827,0.000792611,0.00236083,2.82623e-05,8.3056e-05,742.511,334.816,147.5
2,0,272,15.3603,10.767,0.00273477,0.00799613,0.00012709,0.00036981,742.065,335.44,186
2,0,273,15.3924,10.8601,0.00563334,0.0164065,0.000317125,0.000921203,742.065,335.44,186
2,0,274,15.4258,10.9702,0.0094611,0.0290273,0.000624393,0.00193476,741.722,335.569,176.5
2,0,275,15.4551,11.0658,0.0135428,0.0423406,0.00101174,0.00319858,741.664,335.36,192
2,0,276,15.4923,11.1816,0.0196725,0.0614681,0.00168459,0.00529801,741.2,335.781,202.5
2,0,277,15.532,11.3076,0.0272811,0.0856009,0.00263114,0.00830046,741.112,335.922,195
2,0,278,15.5689,11.4332,0.0353269,0.113032,0.00374655,0.0121074,740.66,336.034,177.5
2,0,279,15.6027,11.5484,0.0435977,0.141241,0.00500791,0.0164141,740.725,336.143,177.5
2,0,280,15.6437,11.6804,0.0548073,0.177326,0.00688063,0.0224404,740.406,336.437,158.5
2,0,281,15.67,11.7709,0.0625686,0.204132,0.00826099,0.0272186,740.534,336.144,164.5
2,0,282,15.6936,11.8615,0.0700648,0.233345,0.00968374,0.0328061,740.511,336.212,161.5
2,0,283,15.709,11.9226,0.0751217,0.253841,0.0106732,0.0368762,740.397,336.014,162.5
2,0,284,15.745,12.0164,0.0889257,0.289153,0.0137037,0.044534,740.727,336.481,172
2,0,285,15.7769,12.0994,0.10184,0.322039,0.0166669,0.051979,740.685,336.49,171
2,0,286,15.8108,12.1931,0.116485,0.361913,0.0201963,0.0615159,740.542,336.762,158
2,0,287,15.8407,12.2859,0.129882,0.403509,0.0235278,0.0718729,740.375,336.837,149
2,0,288,15.8906,12.4096,0.154691,0.463645,0.0301456,0.0877351,740.548,337.359,161
2,0,289,15.9345,12.5289,0.177163,0.523897,0.0362803,0.104096,740.399,337.421,154
2,0,290,15.9791,12.6443,0.200901,0.584075,0.042953,0.120854,740.279,337.599,170
2,0,291,16.0058,12.7234,0.214165,0.6233,0.0465069,0.131447,740.279,337.299,167.5
2,0,292,16.0353,12.8033,0.229568,0.66402,0.0508173,0.142723,740.037,337.452,182.5
2,0,293,16.0923,12.9397,0.264392,0.744735,0.0616428,0.167455,739.993,338.232,194.5
2,0,294,16.1485,13.0811,0.299331,0.830826,0.0726518,0.19435,740.02,338.426,191
2,0,295,16.1974,13.2156,0.329459,0.913194,0.0820953,0.220234,739.718,338.538,174
2,0,296,16.2593,13.3669,0.370099,1.00974,0.0953893,0.251422,739.71,338.942,170.5
2,0,297,16.3131,13.4983,0.404626,1.09111,0.106527,0.277247,739.71,338.942,170.5
2,0,298,16.3663,13.6353,0.438845,1.17764,0.117599,0.305115,739.852,339.157,176.5
2,0,299,16.4255,13.7773,0.478367,1.26861,0.130722,0.33475,739.931,339.483,182.5
2,0,300,16.47,13.8639,0.504831,1.31062,0.138788,0.34541,740.249,339.154,181.5
2,0,301,16.5013,13.9255,0.51926,1.32957,0.142101,0.34696,740.345,338.928,181.5
2,0,302,16.5211,13.953,0.522689,1.31618,0.141,0.335553,740.646,338.713,186.5
2,0,303,16.5375,13.9748,0.522682,1.29682,0.138506,0.321758,740.642,338.697,187.5
2,0,304,16.5648,14.0162,0.533013,1.29603,0.14028,0.315671,740.874,338.958,186
2,0,305,16.6086,14.0874,0.559434,1.32408,0.148749,0.321641,741.195,339.363,186
2,0,306,16.674,14.2095,0.60713,1.40283,0.166128,0.348941,741.331,340.009,183
2,0,307,16.7511,14.3637,0.666195,1.51323,0.188212,0.389507,741.396,340.489,186
2,0,308,16.8527,14.5586,0.749834,1.66419,0.220672,0.447163,741.301,341.213,203.5
2,0,309,16.9398,14.7251,0.816775,1.7827,0.245567,0.490171,741.31,341.252,204.5
2,0,310,16.9996,14.841,0.853262,1.84464,0.256867,0.507959,741.309,340.931,195
2,0,311,17.0428,14.9254,0.870799,1.87078,0.259677,0.509747,741.393,340.769,209
2,0,312,17.0569,14.9434,0.855698,1.82284,0.247946,0.478585,741.6,340.248,203.5
2,0,313,17.1188,15.0598,0.893669,1.88435,0.260115,0.496802,741.373,341.36,201
2,0,314,17.1856,15.1963,0.936009,1.96672,0.274092,0.524172,741.302,341.724,192
2,0,315,17.2417,15.3108,0.965088,2.02187,0.281867,0.538833,741.302,341.724,192
2,0,316,17.2884,15.4062,0.982547,2.0532,0.284238,0.542434,741.451,341.754,196
