Id,Camera,framePosition,pos.x,pos.y,camerapos.x,camerapos.y
1,0,388,25.5078,8.95833,880.339,334.036
1,0,389,25.625,9.16667,881.088,334.328
1,0,390,25.6641,9.30556,881.371,334.586
1,0,391,25.6641,9.16667,881.76,334.438
1,0,392,25.6641,9.16667,881.762,334.385
1,0,394,25.6641,9.09722,881.741,334.27
1,0,394,25.6641,9.09722,881.741,334.27
1,0,395,25.7812,9.44444,882.073,334.827
1,0,396,25.8984,9.72222,882.461,335.42
1,0,397,25.9375,9.93056,882.361,335.681
1,0,398,25.9766,9.93056,882.64,335.689
1,0,399,25.9375,9.86111,882.562,335.556
1,0,400,26.1328,10.4167,882.692,336.617
1,0,401,26.2109,10.625,882.591,336.992
1,0,403,26.1328,10.7639,881.506,337.112
1,0,403,26.1328,10.7639,881.506,337.112
1,0,405,26.0938,10.9722,879.818,337.53
1,0,405,26.0938,10.9722,879.818,337.53
1,0,406,26.0938,10.9722,879.859,337.537
1,0,407,26.1719,11.3194,879.611,338.108
1,0,408,26.0938,11.1806,878.682,337.869
1,0,410,26.0547,11.5278,876.788,338.349
1,0,411,26.0547,11.7361,876.12,338.785
1,0,411,26.0547,11.7361,876.12,338.785
1,0,412,26.0547,11.7361,876.088,338.724
1,0,413,25.7812,11.1111,874.972,337.562
1,0,414,25.5469,10.7639,873.584,336.945
1,0,415,25.7812,11.6667,872.557,338.484
1,0,417,25.4688,11.3889,869.707,337.968
1,0,417,25.4688,11.3889,869.707,337.968
1,0,418,25.5859,11.7361,869.634,338.533
1,0,419,25.4297,11.6667,867.962,338.392
1,0,420,25.7031,12.7083,867.221,340.304
1,0,421,25.3906,12.0139,865.904,338.96
1,0,422,25.3906,12.4306,863.987,339.744
1,0,423,25.3125,12.6389,861.902,340.053
1,0,424,25.2734,12.5694,861.986,339.853
1,0,425,25.3906,13.1944,860.73,341.056
1,0,426,25.1172,12.8472,858.589,340.337
1,0,427,25,12.8472,857.174,340.253
1,0,428,24.8438,12.6389,855.763,339.843
1,0,429,24.5312,12.2222,853.845,339.012
1,0,431,24.4141,12.1528,852.251,338.891
1,0,431,24.4141,12.1528,852.251,338.891
1,0,432,24.4141,12.7778,849.696,339.869
1,0,433,24.5703,13.6111,847.767,341.485
1,0,434,24.1797,14.375,838.876,342.681
1,0,435,24.1016,14.375,837.577,342.541
1,0,436,24.1016,14.375,837.642,342.556
1,0,438,24.0625,14.5139,836.228,342.891
1,0,438,24.0625,14.5139,836.228,342.891
1,0,439,24.0625,14.5833,835.832,342.966
1,0,441,23.8281,14.1667,835.27,342.101
1,0,441,23.8281,14.1667,835.27,342.101
1,0,442,23.75,13.9583,835.036,341.791
1,0,443,23.9062,14.4444,834.539,342.648
1,0,445,23.8672,14.7222,832.792,343.115
1,0,446,23.9844,15.2083,831.754,344.058
1,0,447,23.8281,14.9306,831.358,343.532
1,0,447,23.8281,14.9306,831.358,343.532
1,0,448,23.8281,14.9306,831.26,343.462
1,0,449,23.8672,15.2083,830.415,344.03
1,0,451,24.2969,15.5556,834.626,344.754
1,0,451,23.0078,15.1389,819.239,343.507
1,0,451,24.2969,15.5556,834.626,344.754
1,0,451,23.0078,15.1389,819.239,343.507
1,0,452,24.3359,15.6944,834.125,345.084
1,0,452,23.0859,15.6944,817.141,344.656
1,0,453,24.2578,15.6944,833.364,345.076
1,0,453,22.9688,15.9028,814.499,344.874
1,0,454,24.2578,15.6944,833.39,345.102
1,0,454,22.9688,15.9028,814.488,344.876
1,0,455,24.1797,15.6944,831.942,345.057
1,0,455,22.6953,15.7639,811.767,344.569
1,0,456,24.0234,15.625,830.586,344.806
1,0,456,22.4219,15.4861,809.189,344.01
1,0,457,23.9062,15.5556,829.21,344.66
1,0,457,22.0312,14.9306,806.788,342.739
1,0,458,23.8672,15.7639,827.745,345.061
1,0,458,21.875,15,804.426,342.837
1,0,460,23.75,15.625,826.58,344.785
1,0,460,23.75,15.625,826.58,344.785
1,0,461,23.9062,16.3194,825.101,346.077
1,0,462,23.9453,16.6667,824.021,346.702
1,0,463,23.7891,16.5278,822.52,346.47
1,0,464,23.6719,16.5278,821.169,346.367
1,0,465,23.4375,16.25,819.377,345.755
1,0,467,23.4375,16.4583,817.84,346.191
1,0,467,23.4375,16.4583,817.84,346.191
1,0,468,23.4375,16.7361,816.547,346.601
1,0,469,23.2422,16.5972,814.591,346.366
13,1,306,69.1406,44.9306,623.045,513.139
13,1,307,69.2188,44.8611,624.285,512.599
13,1,308,69.375,44.6528,625.23,511.402
13,1,309,69.375,44.6528,625.313,511.171
13,1,310,69.4531,44.5833,626.331,510.842
13,1,311,69.4922,44.5833,627.598,510.774
13,1,312,69.6094,44.5139,628.762,510.01
13,1,313,69.6484,44.5139,630.005,510.177
13,1,314,69.8047,44.375,630.976,509.125
13,1,315,69.8047,44.375,630.976,509.125
13,1,316,70,44.0278,631.442,507.114
13,1,317,70.1172,43.8194,632.611,506.208
13,1,318,70.2344,43.6806,633.212,505.279
13,1,319,70.2344,43.75,634.061,505.773
13,1,320,70.3125,43.6806,634.91,505.176
13,1,321,70.3125,43.75,634.925,505.351
13,1,322,70.3906,43.6111,635.745,504.673
13,1,323,70.3906,43.6806,636.508,505.082
13,1,324,70.5078,43.5417,636.86,504.105
13,1,325,70.5859,43.4028,637.721,503.595
13,1,326,70.7031,43.2639,638.311,502.627
13,1,327,70.6641,43.3333,638.372,502.904
13,1,328,70.7812,43.1944,638.92,502.13
13,1,329,70.8203,43.125,639.597,501.861
13,1,330,70.8594,43.0556,640.286,501.646
13,1,331,70.9375,42.9861,640.594,501.072
13,1,332,71.0938,42.7083,640.933,499.643
13,1,333,71.1328,42.7083,640.966,499.513
13,1,334,71.1719,42.5694,641.23,498.99
13,1,335,71.3672,42.2222,641.375,497.225
13,1,336,71.3672,42.2222,641.539,497.259
13,1,337,71.4062,42.2222,641.762,497.257
13,1,338,71.3672,42.2222,641.75,497.35
13,1,339,71.3672,42.2917,641.8,497.409
13,1,340,71.4062,42.2222,642.244,497.219
13,1,341,71.5234,42.0139,642.268,496.039
13,1,342,71.6406,41.8056,642.762,495.22
13,1,343,71.7578,41.6667,642.95,494.464
13,1,344,71.875,41.3889,643.076,493.244
13,1,345,71.875,41.4583,643.135,493.314
13,1,346,71.875,41.4583,643.418,493.264
13,1,347,71.7578,41.7361,643.774,494.717
13,1,348,71.7969,41.6667,643.969,494.299
13,1,349,71.9922,41.3194,644.062,492.694
13,1,350,72.1484,41.0417,644.309,491.379
13,1,351,72.1094,41.1111,644.319,491.723
13,1,352,72.2656,40.7639,644.448,490.208
13,1,353,72.2266,40.9028,644.86,490.662
13,1,354,72.2656,40.8333,644.979,490.343
13,1,355,72.3047,40.8333,645.445,490.342
13,1,356,72.3438,40.7639,645.477,489.971
13,1,357,72.3438,40.7639,645.477,489.971
13,1,358,72.3828,40.6944,645.497,489.603
13,1,359,72.4609,40.5556,645.658,489.02
13,1,360,72.6172,40.2778,645.562,487.818
13,1,361,72.7344,40.0694,646.03,486.776
13,1,362,72.7344,40.1389,646.529,486.994
13,1,363,72.7344,40.0694,646.541,486.909
13,1,364,72.6562,40.2778,646.635,487.567
13,1,365,72.7734,40.0694,646.788,486.734
13,1,366,72.8516,39.9306,646.967,486.31
13,1,367,72.9688,39.7222,646.984,485.103
13,1,368,73.125,39.4444,646.878,484.031
13,1,369,73.125,39.4444,646.959,484.032
13,1,370,73.1641,39.3056,646.886,483.467
13,1,371,73.2422,39.1667,646.977,482.866
13,1,372,73.2422,39.1667,646.704,482.941
13,1,373,73.2422,39.1667,646.996,482.989
13,1,374,73.3594,38.9583,646.863,481.948
13,1,375,73.3594,38.9583,646.844,482.039
13,1,376,73.5547,38.6111,647.111,480.593
13,1,377,73.6328,38.4722,646.969,479.902
13,1,378,73.75,38.2639,647.162,479.022
13,1,379,73.7109,38.3333,647.192,479.364
13,1,380,73.8672,38.0556,647.417,478.172
13,1,381,73.8672,37.9861,647.313,478.062
13,1,382,73.8672,38.0556,647.483,478.178
13,1,383,73.9453,37.9167,647.294,477.64
13,1,384,74.0234,37.7778,647.401,476.984
13,1,385,74.2188,37.3611,647.373,475.537
13,1,386,74.2188,37.3611,647.368,475.505
13,1,387,74.2578,37.3611,647.42,475.415
13,1,388,74.2578,37.3611,647.378,475.389
13,1,389,74.2578,37.3611,647.567,475.473
12,1,306,62.1094,35.8333,399.271,486.648
12,1,307,62.2656,35.7639,402.15,486.009
12,1,308,62.3828,35.7639,404.682,486.041
12,1,309,62.3828,35.8333,404.635,486.049
12,1,310,62.5391,35.9028,407.868,486.122
12,1,311,62.5391,36.3194,410.589,487.793
12,1,312,62.6953,36.25,413.412,487.378
12,1,313,62.7734,36.3889,416.109,487.544
12,1,314,62.9688,36.1806,418.868,486.661
12,1,315,62.9297,36.25,418.822,486.902
12,1,316,63.2422,35.6944,421.5,484.526
12,1,317,63.3594,35.6944,424.083,484.241
12,1,318,63.3984,36.1111,427.223,485.697
12,1,319,63.5547,36.1111,430.609,485.395
12,1,320,63.6719,36.1111,432.999,485.293
12,1,321,63.6719,36.0417,432.989,485.185
12,1,322,63.9062,35.7639,435.685,483.922
12,1,323,64.0234,35.7639,438.476,483.644
12,1,324,64.1406,35.8333,440.734,483.61
12,1,325,64.375,35.5556,443.668,482.309
12,1,326,64.4922,35.625,446.91,482.529
12,1,327,64.4922,35.625,447.01,482.508
12,1,328,64.5703,35.7639,449.265,482.966
12,1,329,64.6875,35.9028,452.593,483.214
12,1,330,64.8047,35.9028,454.996,483.07
12,1,331,64.9219,35.9722,457.527,483.142
12,1,332,65.3125,35.1389,460.227,479.812
12,1,333,65.3125,35.1389,460.329,479.637
12,1,334,65.4688,35.1389,462.878,479.463
12,1,335,65.5078,35.4167,465.83,480.286
12,1,336,65.5859,35.625,468.584,480.955
12,1,337,65.6641,35.6944,471.008,481.231
12,1,338,65.8203,35.7639,474.349,481.228
12,1,339,65.8203,35.7639,474.349,481.228
12,1,340,65.9375,35.7639,476.999,481.021
12,1,341,66.1328,35.6944,479.749,480.551
12,1,342,66.3281,35.4861,482.398,479.682
12,1,343,66.4062,35.625,485.26,480.016
12,1,344,66.6406,35.4861,488.51,479.217
12,1,345,66.6797,35.4167,488.599,478.755
12,1,346,66.7188,35.625,491.062,479.448
12,1,347,66.875,35.6944,494.548,479.656
12,1,348,66.875,36.0417,497.072,480.627
12,1,349,67.1484,35.625,499.662,478.925
12,1,350,67.5,35.2083,503.336,477.133
12,1,351,67.5,35.2083,503.445,477.11
12,1,352,67.5391,35.5556,506.354,478.081
12,1,353,67.6562,35.625,509.556,478.187
12,1,354,67.6562,36.0417,512.286,479.748
12,1,355,67.9297,35.6944,515.359,478.098
12,1,356,68.0469,35.8333,518.504,478.545
12,1,357,68.0469,35.8333,518.504,478.545
12,1,358,68.3203,35.4861,521.587,476.983
12,1,359,68.5156,35.4861,524.837,476.582
12,1,360,68.6719,35.5556,528.503,476.677
12,1,361,68.7109,36.0417,532.576,478.322
12,1,362,68.9844,35.6944,535.238,476.899
12,1,363,68.9844,35.6944,535.373,476.717
12,1,364,69.0234,36.0417,538.67,477.819
12,1,365,69.1016,36.1806,541.811,478.291
12,1,366,69.4922,35.7639,545.293,476.3
12,1,367,69.6484,35.7639,548.722,476.164
12,1,368,69.8047,35.8333,552.109,476.244
12,1,369,69.8047,35.8333,552.109,476.244
12,1,370,69.7656,36.25,554.909,477.675
12,1,371,70,36.25,558.847,477.169
12,1,372,70.1953,36.1806,561.945,476.809
12,1,373,70.4297,35.9722,564.899,475.825
12,1,374,70.5078,36.25,568.122,476.601
12,1,375,70.4688,36.25,567.996,476.749
12,1,376,70.7812,35.9028,570.92,475.23
12,1,377,70.8984,36.0417,574.506,475.469
12,1,378,71.0938,36.1111,578.279,475.4
12,1,379,71.3281,36.0417,582.096,474.771
12,1,380,71.6016,35.8333,585.529,473.958
12,1,381,71.6016,35.8333,585.586,473.813
12,1,382,71.4844,36.4583,588.55,475.966
12,1,383,71.6406,36.3889,591.434,475.692
12,1,384,72.1094,35.6944,594.222,472.88
12,1,385,72.4219,35.5556,597.844,471.936
12,1,386,72.3828,36.0417,601.347,473.582
12,1,387,72.3828,35.9722,601.288,473.352
12,1,388,72.3438,36.5278,604.7,475.128
12,1,389,72.5781,36.3194,607.556,474.32
12,1,390,74.3359,37.2222,648.032,474.801
12,1,390,72.7734,36.1806,609.816,473.478
12,1,391,73.1641,35.5556,611.894,471.15
12,1,391,74.6484,36.6667,648.312,472.619
12,1,392,74.8438,36.3194,648.563,471.483
12,1,392,73.3594,35.4861,614.174,470.618
12,1,393,74.8438,36.3194,648.708,471.389
12,1,393,73.3594,35.4861,614.174,470.618
12,1,394,74.9219,36.1806,649.014,470.93
12,1,394,73.5156,35.3472,616.444,470.042
12,1,395,75.0781,35.9722,649.655,470.074
12,1,395,73.5156,35.625,618.592,470.854
12,1,396,75.0781,36.0417,650.144,470.299
12,1,396,73.5938,35.6944,620.828,470.999
12,1,397,73.6328,35.9722,623.453,471.833
12,1,397,75.0391,36.1806,650.441,470.748
12,1,398,73.7891,35.9028,625.572,471.382
12,1,398,75.1562,35.9722,650.944,469.937
12,1,399,73.75,35.9028,625.572,471.479
12,1,399,75.1562,35.9722,650.833,469.905
12,1,400,73.9062,35.8333,627.316,471.015
12,1,400,75.5469,35.3472,651.765,467.691
12,1,401,73.9453,35.9722,629.457,471.393
12,1,401,75.6641,35.2083,652.305,466.956
12,1,402,74.1016,35.9028,631.213,471.014
12,1,402,75.6641,35.2778,652.77,467.184
12,1,403,75.6641,35.3472,653.552,467.399
12,1,403,74.5703,35.2778,633.596,468.494
12,1,404,75.7031,35.2778,654.254,467.252
12,1,404,74.4531,35.625,635.146,469.609
12,1,405,74.5703,35.6944,637.624,469.721
12,1,405,75.8594,35.0694,654.671,466.471
12,1,406,74.6875,35.4167,637.724,468.829
12,1,406,75.8594,35.0694,654.635,466.467
12,1,407,75.3516,35.1389,646.004,467.186
12,1,407,76.1328,34.5833,654.977,464.779
12,1,407,75.1172,34.9306,640.536,466.749
12,1,408,75.625,35,649.573,466.398
12,1,409,75.5859,35.1389,650.456,466.846
12,1,410,75.625,35.1389,651.185,466.931
12,1,411,75.5859,35.3472,652.815,467.624
12,1,412,75.5859,35.4167,652.762,467.727
12,1,413,75.7031,35.3472,654.421,467.504
12,1,414,75.9766,35,656.095,466.051
12,1,415,76.1719,34.7917,656.908,465.169
12,1,416,76.2109,34.8611,658.402,465.358
12,1,417,76.4062,34.5833,659.849,464.39
12,1,418,76.3672,34.6528,659.83,464.616
12,1,419,76.4453,34.7222,661.207,464.641
12,1,420,76.4844,34.7222,662.28,464.777
12,1,421,76.5625,34.8611,664.234,464.953
12,1,422,76.4453,36.0417,674.5,468.665
12,1,422,77.1484,32.9861,657.519,459.058
12,1,423,76.6797,35.9028,676.697,467.972
12,1,423,77.1484,32.9861,657.567,459.045
12,1,424,76.6797,35.9028,676.705,467.863
12,1,424,77.1484,32.9861,657.476,459.049
12,1,425,76.875,35.8333,679.472,467.407
12,1,425,77.2656,32.7778,657.599,458.554
12,1,426,77.1094,35.6944,681.969,466.809
12,1,427,77.3828,35.4861,684.737,465.938
12,1,428,77.4609,35.625,687.778,466.198
12,1,429,77.4609,35.9722,690.794,467.119
12,1,430,77.4219,36.0417,690.821,467.424
12,1,431,77.6953,35.9028,694.001,466.703
12,1,432,77.7734,35.9722,696.729,466.915
12,1,433,77.8125,36.3194,699.794,467.762
12,1,434,78.0859,36.1111,702.607,466.803
12,1,435,78.3984,35.8333,705.379,465.628
12,1,436,78.4375,35.7639,705.411,465.498
12,1,437,78.6719,35.6944,708.358,464.974
12,1,438,78.6719,35.9722,711.078,465.774
12,1,439,78.75,36.1111,714.338,466.153
12,1,440,78.9062,36.1111,716.824,465.862
12,1,441,79.1797,35.9028,719.409,464.976
12,1,442,79.1797,35.9028,719.364,465.033
12,1,443,79.2969,35.9722,722.041,465.124
12,1,444,79.8828,35.3472,724.888,462.571
12,1,445,79.8438,35.625,727.702,463.451
12,1,446,79.7656,36.0417,730.238,464.784
12,1,447,79.8828,36.1111,732.817,464.822
12,1,448,79.8828,36.1111,732.847,464.725
12,1,449,80.1172,35.9722,735.746,464.092
12,1,450,80.3125,35.9722,738.948,464.012
12,1,451,80.2734,36.25,741.196,464.824
12,1,452,80.5078,36.1806,744.534,464.303
12,1,453,80.8594,35.9028,746.607,463.095
12,1,454,80.8594,35.9028,746.607,463.095
12,1,455,81.0547,35.9028,750.448,462.931
12,1,456,80.9375,36.3194,752.504,464.191
12,1,457,81.2891,36.0417,755.499,462.959
12,1,458,81.6797,35.6944,757.805,461.552
12,1,459,81.6406,35.9028,759.953,462.286
12,1,460,81.6016,35.9722,760.05,462.541
12,1,461,81.7969,35.9028,762.658,462.1
12,1,462,82.0312,35.8333,765.444,461.63
12,1,463,81.875,36.25,767.923,462.992
12,1,464,82.1875,36.0417,770.438,462.091
12,1,465,82.3047,36.1111,772.891,462.071
12,1,466,82.3047,36.1111,772.891,462.071
12,1,467,82.4219,36.1806,775.982,462.189
12,1,468,82.3438,36.5278,778.178,463.134
12,1,469,82.6172,36.3194,780.374,462.379
