2,0,270,15.3906,10.9722,0,0,0,0,742.866,333.868,142.5,,0,0,,,,,,,,
2,0,270,15.3906,10.9722,0,0,0,0,742.866,333.868,142.5,,0,0,,,,,,,,
2,0,271,15.4027,11.0017,0.000261772,0.000639887,5.68E-06,1.39E-05,742.539,335.149,147.5,,0.000261772,0.000639887,,,,,,,,
2,0,272,15.4237,11.054,0.00118702,0.00294401,3.92E-05,9.74E-05,742.086,335.542,186,,0.00118702,0.00294401,,,,,,,,
2,0,273,15.449,11.117,0.0028776,0.00715409,0.000125215,0.000311562,742.086,335.542,186,,0.0028776,0.00715409,,,,,,,,
2,0,274,15.4802,11.204,0.00569619,0.0150146,0.00031,0.000827,741.748,335.841,176.5,,0.00569619,0.0150146,,,,,,,,
2,0,275,15.5127,11.2947,0.0094182,0.0253954,0.000608774,0.00166043,741.739,335.812,192,,0.0094182,0.0253954,,,,,,,,
2,0,276,15.5452,11.3924,0.0139424,0.03903,0.00103846,0.00295608,741.229,335.963,202.5,,0.0139424,0.03903,,,,,,,,
2,0,277,15.581,11.4949,0.0198509,0.0559391,0.00168673,0.00481139,741.117,336.101,195,,0.0198509,0.0559391,,,,,,,,
2,0,278,15.6148,11.6,0.026319,0.0760455,0.00248999,0.00731075,740.675,336.261,177.5,,0.026319,0.0760455,,,,,,,,
2,0,279,15.656,11.7234,0.0353033,0.103032,0.00373827,0.0110613,740.756,336.564,177.5,,0.0353033,0.103032,,,,,,,,
2,0,280,15.6936,11.8365,0.0445455,0.130798,0.0051508,0.0153061,740.402,336.615,158.5,,0.0445455,0.130798,,,,,,,,
2,0,281,15.7227,11.9299,0.0523817,0.156126,0.00644772,0.0195078,740.511,336.47,164.5,,0.0523817,0.156126,,,,,,,,
2,0,282,15.7594,12.0422,0.0633908,0.189866,0.00843235,0.0255922,740.481,336.794,161.5,,0.0633908,0.189866,,,,,,,,
2,0,283,15.7868,12.1235,0.0722182,0.216018,0.010119,0.0305838,740.411,336.581,162.5,,0.0722182,0.216018,,,,,,,,
2,0,284,15.8332,12.2349,0.0888882,0.255613,0.0135829,0.0387506,740.763,337.136,172,,0.0888882,0.255613,,,,,,,,
2,0,285,15.8744,12.3438,0.104688,0.297094,0.0170382,0.0477914,740.727,337.151,171,,0.104688,0.297094,,,,,,,,
2,0,286,15.9052,12.43,0.116965,0.33139,0.0198133,0.0555415,740.523,337.033,158,,0.116965,0.33139,,,,,,,,
2,0,287,15.9324,12.5061,0.128247,0.362892,0.0224553,0.0629163,740.364,337.112,149,,0.128247,0.362892,,,,,,,,
2,0,288,15.9738,12.6145,0.147313,0.412379,0.027269,0.0753571,740.543,337.539,161,,0.147313,0.412379,,,,,,,,
2,0,289,16.0221,12.7414,0.170988,0.474187,0.033526,0.0916425,740.39,337.906,154,,0.170988,0.474187,,,,,,,,
2,0,290,16.0765,12.8741,0.199185,0.542027,0.0412778,0.110154,740.31,338.177,170,,0.199185,0.542027,,,,,,,,
2,0,291,16.106,12.9583,0.213533,0.583203,0.0450579,0.12111,740.301,337.805,167.5,,0.213533,0.583203,,654.5,,,,,,
2,0,292,16.138,13.0426,0.229799,0.625738,0.0495194,0.132733,740.083,337.906,182.5,,0.229799,0.625738,,,,,,,,
2,0,293,16.1968,13.1822,0.264344,0.706061,0.0599536,0.156747,740.038,338.751,194.5,,0.264344,0.706061,,14.43377361,,,,,,
2,0,294,16.2795,13.371,0.316395,0.822541,0.0763654,0.193148,740.068,339.458,191,,0.316395,0.822541,,,,,,,,
2,0,295,16.3139,13.4684,0.334589,0.875425,0.0814414,0.20833,739.729,338.648,174,,0.334589,0.875425,,,,,,,,
2,0,296,16.3629,13.5983,0.363967,0.953457,0.0904883,0.232482,739.718,339.178,170.5,,0.363967,0.953457,,,,,,,,
2,0,297,16.4053,13.711,0.388643,1.01904,0.0979266,0.252376,739.718,339.178,170.5,,0.388643,1.01904,,,,,,,,
2,0,298,16.4551,13.8317,0.419383,1.09151,0.107635,0.27492,739.867,339.497,176.5,,0.419383,1.09151,,,,,,,,
2,0,299,16.5179,13.9711,0.461142,1.17987,0.121511,0.303514,739.952,339.802,182.5,,0.461142,1.17987,,,,,,,,
2,0,300,16.559,14.056,0.484365,1.22166,0.128353,0.314421,740.279,339.493,181.5,,0.484365,1.22166,,,,,,,,
2,0,301,16.5741,14.0926,0.484551,1.22052,0.126259,0.30867,740.358,339.04,181.5,,0.484551,1.22052,,,,,,,,
2,0,302,16.5797,14.0866,0.475956,1.18014,0.120701,0.28744,740.657,338.748,186.5,,0.475956,1.18014,,,,,,,,
2,0,303,16.5839,14.0794,0.465739,1.13803,0.114505,0.265563,740.653,338.733,187.5,,0.465739,1.13803,,,,,,,,
2,0,304,16.6005,14.0956,0.467144,1.11772,0.113053,0.252617,740.882,338.996,186,,0.467144,1.11772,,,,,,,,
2,0,305,16.6349,14.1447,0.485696,1.12899,0.118668,0.252735,741.192,339.408,186,,0.485696,1.12899,,,,,,,,
2,0,306,16.6991,14.2476,0.533306,1.19298,0.13636,0.274826,741.329,340.048,183,,0.533306,1.19298,,,,,,,,
2,0,307,16.7752,14.3852,0.592395,1.29101,0.158768,0.31111,741.397,340.595,186,,0.592395,1.29101,,,,,,,,
2,0,308,16.8687,14.5782,0.668627,1.44453,0.188301,0.370744,741.297,341.289,203.5,,0.668627,1.44453,,,,,,,,
